"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","19.05.2020 17:00 - 19.05.2020 18:00 (CET)","17","n/e","n/e","39","64","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","70","193","286"
"BZN|DK2","19.05.2020 18:00 - 19.05.2020 19:00 (CET)","17","n/e","n/e","40","65","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","70","174","196"
"BZN|DK2","19.05.2020 19:00 - 19.05.2020 20:00 (CET)","18","n/e","n/e","44","70","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","71","66","120"
"BZN|DK2","19.05.2020 20:00 - 19.05.2020 21:00 (CET)","18","n/e","n/e","94","75","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","71","16","69"
"BZN|DK2","19.05.2020 21:00 - 19.05.2020 22:00 (CET)","18","n/e","n/e","81","73","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","71","10","47"
"BZN|DK2","19.05.2020 22:00 - 19.05.2020 23:00 (CET)","18","n/e","n/e","47","64","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","14","38"
"BZN|DK2","19.05.2020 23:00 - 20.05.2020 00:00 (CET)","17","n/e","n/e","40","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","12","47"
"BZN|DK2","20.05.2020 00:00 - 20.05.2020 01:00 (CET)","15","n/e","n/e","40","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","10","54"
"BZN|DK2","20.05.2020 01:00 - 20.05.2020 02:00 (CET)","15","n/e","n/e","40","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","12","66"
"BZN|DK2","20.05.2020 02:00 - 20.05.2020 03:00 (CET)","15","n/e","n/e","43","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","16","63"
"BZN|DK2","20.05.2020 03:00 - 20.05.2020 04:00 (CET)","15","n/e","n/e","43","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","11","54"
"BZN|DK2","20.05.2020 04:00 - 20.05.2020 05:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","7","51"
"BZN|DK2","20.05.2020 05:00 - 20.05.2020 06:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","70","12","47"
"BZN|DK2","20.05.2020 06:00 - 20.05.2020 07:00 (CET)","14","n/e","n/e","53","77","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","70","12","42"
"BZN|DK2","20.05.2020 07:00 - 20.05.2020 08:00 (CET)","17","n/e","n/e","104","91","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","71","8","28"
"BZN|DK2","20.05.2020 08:00 - 20.05.2020 09:00 (CET)","17","n/e","n/e","109","87","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","71","0","19"
"BZN|DK2","20.05.2020 09:00 - 20.05.2020 10:00 (CET)","17","n/e","n/e","82","67","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","70","0","19"
"BZN|DK2","20.05.2020 10:00 - 20.05.2020 11:00 (CET)","14","n/e","n/e","74","58","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","69","0","30"
"BZN|DK2","20.05.2020 11:00 - 20.05.2020 12:00 (CET)","15","n/e","n/e","80","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","245","72","14","33"
"BZN|DK2","20.05.2020 12:00 - 20.05.2020 13:00 (CET)","15","n/e","n/e","57","75","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","278","72","23","33"
"BZN|DK2","20.05.2020 13:00 - 20.05.2020 14:00 (CET)","16","n/e","n/e","47","76","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","282","72","39","37"
"BZN|DK2","20.05.2020 14:00 - 20.05.2020 15:00 (CET)","16","n/e","n/e","46","75","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","280","72","31","37"
"BZN|DK2","20.05.2020 15:00 - 20.05.2020 16:00 (CET)","16","n/e","n/e","47","77","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","256","72","29","32"
"BZN|DK2","20.05.2020 16:00 - 20.05.2020 17:00 (CET)","15","n/e","n/e","47","76","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","73","19","27"
"BZN|DK2","20.05.2020 17:00 - 20.05.2020 18:00 (CET)","17","n/e","n/e","47","77","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","156","71","9","19"
"BZN|DK2","20.05.2020 18:00 - 20.05.2020 19:00 (CET)","17","n/e","n/e","47","77","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","73","7","16"
"BZN|DK2","20.05.2020 19:00 - 20.05.2020 20:00 (CET)","17","n/e","n/e","57","76","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","73","3","16"
"BZN|DK2","20.05.2020 20:00 - 20.05.2020 21:00 (CET)","17","n/e","n/e","91","78","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","73","0","14"
"BZN|DK2","20.05.2020 21:00 - 20.05.2020 22:00 (CET)","16","n/e","n/e","82","77","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","73","0","14"
"BZN|DK2","20.05.2020 22:00 - 20.05.2020 23:00 (CET)","14","n/e","n/e","46","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","0","14"
"BZN|DK2","20.05.2020 23:00 - 21.05.2020 00:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","4","15"
"BZN|DK2","21.05.2020 00:00 - 21.05.2020 01:00 (CET)","6","n/e","n/e","43","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","5","15"
"BZN|DK2","21.05.2020 01:00 - 21.05.2020 02:00 (CET)","5","n/e","n/e","42","67","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","1","20"
"BZN|DK2","21.05.2020 02:00 - 21.05.2020 03:00 (CET)","5","n/e","n/e","42","68","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","2","25"
"BZN|DK2","21.05.2020 03:00 - 21.05.2020 04:00 (CET)","5","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","1","24"
"BZN|DK2","21.05.2020 04:00 - 21.05.2020 05:00 (CET)","5","n/e","n/e","44","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","0","21"
"BZN|DK2","21.05.2020 05:00 - 21.05.2020 06:00 (CET)","6","n/e","n/e","44","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","73","0","20"
"BZN|DK2","21.05.2020 06:00 - 21.05.2020 07:00 (CET)","8","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","73","3","20"
"BZN|DK2","21.05.2020 07:00 - 21.05.2020 08:00 (CET)","9","n/e","n/e","43","70","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","71","11","23"
"BZN|DK2","21.05.2020 08:00 - 21.05.2020 09:00 (CET)","9","n/e","n/e","43","69","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","71","13","25"
"BZN|DK2","21.05.2020 09:00 - 21.05.2020 10:00 (CET)","9","n/e","n/e","42","68","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","71","12","29"
"BZN|DK2","21.05.2020 10:00 - 21.05.2020 11:00 (CET)","10","n/e","n/e","42","69","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","71","15","37"
"BZN|DK2","21.05.2020 11:00 - 21.05.2020 12:00 (CET)","15","n/e","n/e","42","69","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","71","8","35"
"BZN|DK2","21.05.2020 12:00 - 21.05.2020 13:00 (CET)","15","n/e","n/e","43","70","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","240","70","2","33"
"BZN|DK2","21.05.2020 13:00 - 21.05.2020 14:00 (CET)","15","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","244","69","3","37"
"BZN|DK2","21.05.2020 14:00 - 21.05.2020 15:00 (CET)","15","n/e","n/e","43","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","240","69","3","36"
"BZN|DK2","21.05.2020 15:00 - 21.05.2020 16:00 (CET)","15","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","231","69","3","35"
"BZN|DK2","21.05.2020 16:00 - 21.05.2020 17:00 (CET)","15","n/e","n/e","43","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","188","68","3","32"
"BZN|DK2","21.05.2020 17:00 - 21.05.2020 18:00 (CET)","17","n/e","n/e","42","68","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","67","3","31"
"BZN|DK2","21.05.2020 18:00 - 21.05.2020 19:00 (CET)","18","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","67","4","33"
"BZN|DK2","21.05.2020 19:00 - 21.05.2020 20:00 (CET)","18","n/e","n/e","44","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","68","15","42"
"BZN|DK2","21.05.2020 20:00 - 21.05.2020 21:00 (CET)","18","n/e","n/e","45","73","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","68","40","61"
"BZN|DK2","21.05.2020 21:00 - 21.05.2020 22:00 (CET)","18","n/e","n/e","45","73","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","69","67","97"
"BZN|DK2","21.05.2020 22:00 - 21.05.2020 23:00 (CET)","18","n/e","n/e","45","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","87","121"
"BZN|DK2","21.05.2020 23:00 - 22.05.2020 00:00 (CET)","18","n/e","n/e","81","75","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","82","116"
"BZN|DK2","22.05.2020 00:00 - 22.05.2020 01:00 (CET)","14","n/e","n/e","63","75","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","120","124"
"BZN|DK2","22.05.2020 01:00 - 22.05.2020 02:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","111","149"
"BZN|DK2","22.05.2020 02:00 - 22.05.2020 03:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","117","152"
"BZN|DK2","22.05.2020 03:00 - 22.05.2020 04:00 (CET)","14","n/e","n/e","42","69","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","96","142"
"BZN|DK2","22.05.2020 04:00 - 22.05.2020 05:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","124","151"
"BZN|DK2","22.05.2020 05:00 - 22.05.2020 06:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","72","123","159"
"BZN|DK2","22.05.2020 06:00 - 22.05.2020 07:00 (CET)","17","n/e","n/e","41","66","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","71","122","159"
"BZN|DK2","22.05.2020 07:00 - 22.05.2020 08:00 (CET)","17","n/e","n/e","40","65","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","69","69","105","139"
"BZN|DK2","22.05.2020 08:00 - 22.05.2020 09:00 (CET)","17","n/e","n/e","39","64","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","132","69","87","141"
"BZN|DK2","22.05.2020 09:00 - 22.05.2020 10:00 (CET)","18","n/e","n/e","40","65","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","192","69","100","154"
"BZN|DK2","22.05.2020 10:00 - 22.05.2020 11:00 (CET)","17","n/e","n/e","40","64","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","241","68","127","190"
"BZN|DK2","22.05.2020 11:00 - 22.05.2020 12:00 (CET)","14","n/e","n/e","40","65","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","266","68","191","256"
"BZN|DK2","22.05.2020 12:00 - 22.05.2020 13:00 (CET)","14","n/e","n/e","42","68","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","69","173","351"
"BZN|DK2","22.05.2020 13:00 - 22.05.2020 14:00 (CET)","14","n/e","n/e","43","70","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","159","68","186","381"
"BZN|DK2","22.05.2020 14:00 - 22.05.2020 15:00 (CET)","14","n/e","n/e","43","70","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","125","70","213","377"
"BZN|DK2","22.05.2020 15:00 - 22.05.2020 16:00 (CET)","14","n/e","n/e","45","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","70","172","389"
"BZN|DK2","22.05.2020 16:00 - 22.05.2020 17:00 (CET)","14","n/e","n/e","102","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84","70","199","395"
"BZN|DK2","22.05.2020 17:00 - 22.05.2020 18:00 (CET)","14","n/e","n/e","53","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","54","70","296","463"
"BZN|DK2","22.05.2020 18:00 - 22.05.2020 19:00 (CET)","16","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","69","350","499"
"BZN|DK2","22.05.2020 19:00 - 22.05.2020 20:00 (CET)","14","n/e","n/e","43","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","69","320","376"
"BZN|DK2","22.05.2020 20:00 - 22.05.2020 21:00 (CET)","13","n/e","n/e","47","72","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","69","164","350"
"BZN|DK2","22.05.2020 21:00 - 22.05.2020 22:00 (CET)","13","n/e","n/e","110","83","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","182","369"
"BZN|DK2","22.05.2020 22:00 - 22.05.2020 23:00 (CET)","13","n/e","n/e","53","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","278","384"
"BZN|DK2","22.05.2020 23:00 - 23.05.2020 00:00 (CET)","12","n/e","n/e","52","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","241","388"
"BZN|DK2","23.05.2020 00:00 - 23.05.2020 01:00 (CET)","6","n/e","n/e","79","75","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","144","275"
"BZN|DK2","23.05.2020 01:00 - 23.05.2020 02:00 (CET)","6","n/e","n/e","89","78","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","133","148"
"BZN|DK2","23.05.2020 02:00 - 23.05.2020 03:00 (CET)","5","n/e","n/e","65","73","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","66","108"
"BZN|DK2","23.05.2020 03:00 - 23.05.2020 04:00 (CET)","5","n/e","n/e","64","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","51","98"
"BZN|DK2","23.05.2020 04:00 - 23.05.2020 05:00 (CET)","6","n/e","n/e","65","74","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","47","75"
"BZN|DK2","23.05.2020 05:00 - 23.05.2020 06:00 (CET)","5","n/e","n/e","64","72","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","50","16","50"
"BZN|DK2","23.05.2020 06:00 - 23.05.2020 07:00 (CET)","5","n/e","n/e","63","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","50","12","48"
"BZN|DK2","23.05.2020 07:00 - 23.05.2020 08:00 (CET)","8","n/e","n/e","65","74","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","51","31","51"
"BZN|DK2","23.05.2020 08:00 - 23.05.2020 09:00 (CET)","10","n/e","n/e","93","76","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","65","42","55"
"BZN|DK2","23.05.2020 09:00 - 23.05.2020 10:00 (CET)","14","n/e","n/e","78","70","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","68","32","58"
"BZN|DK2","23.05.2020 10:00 - 23.05.2020 11:00 (CET)","17","n/e","n/e","60","66","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","155","68","42","89"
"BZN|DK2","23.05.2020 11:00 - 23.05.2020 12:00 (CET)","17","n/e","n/e","56","66","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","159","66","79","131"
"BZN|DK2","23.05.2020 12:00 - 23.05.2020 13:00 (CET)","17","n/e","n/e","40","66","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","59","59","188"
"BZN|DK2","23.05.2020 13:00 - 23.05.2020 14:00 (CET)","14","n/e","n/e","38","62","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","65","88","270"
"BZN|DK2","23.05.2020 14:00 - 23.05.2020 15:00 (CET)","14","n/e","n/e","38","61","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","154","59","128","400"
"BZN|DK2","23.05.2020 15:00 - 23.05.2020 16:00 (CET)","13","n/e","n/e","32","51","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","178","52","208","434"
"BZN|DK2","23.05.2020 16:00 - 23.05.2020 17:00 (CET)","14","n/e","n/e","31","51","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","180","46","263","434"
"BZN|DK2","23.05.2020 17:00 - 23.05.2020 18:00 (CET)","17","n/e","n/e","33","54","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","149","45","265","504"
"BZN|DK2","23.05.2020 18:00 - 23.05.2020 19:00 (CET)","17","n/e","n/e","40","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","47","290","505"
"BZN|DK2","23.05.2020 19:00 - 23.05.2020 20:00 (CET)","18","n/e","n/e","40","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","56","285","471"
"BZN|DK2","23.05.2020 20:00 - 23.05.2020 21:00 (CET)","18","n/e","n/e","42","68","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","64","239","403"
"BZN|DK2","23.05.2020 21:00 - 23.05.2020 22:00 (CET)","18","n/e","n/e","49","80","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","67","207","289"
"BZN|DK2","23.05.2020 22:00 - 23.05.2020 23:00 (CET)","18","n/e","n/e","50","81","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","115","202"
"BZN|DK2","23.05.2020 23:00 - 24.05.2020 00:00 (CET)","17","n/e","n/e","48","79","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","105","192"
"BZN|DK2","24.05.2020 00:00 - 24.05.2020 01:00 (CET)","5","n/e","n/e","38","62","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","180","272"
"BZN|DK2","24.05.2020 01:00 - 24.05.2020 02:00 (CET)","4","n/e","n/e","27","43","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","282","312"
"BZN|DK2","24.05.2020 02:00 - 24.05.2020 03:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","219","229"
"BZN|DK2","24.05.2020 03:00 - 24.05.2020 04:00 (CET)","3","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","195","224"
"BZN|DK2","24.05.2020 04:00 - 24.05.2020 05:00 (CET)","3","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","298","255"
"BZN|DK2","24.05.2020 05:00 - 24.05.2020 06:00 (CET)","4","n/e","n/e","14","23","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","53","252","295"
"BZN|DK2","24.05.2020 06:00 - 24.05.2020 07:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","53","299","276"
"BZN|DK2","24.05.2020 07:00 - 24.05.2020 08:00 (CET)","3","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","53","137","233"
"BZN|DK2","24.05.2020 08:00 - 24.05.2020 09:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","53","303","307"
"BZN|DK2","24.05.2020 09:00 - 24.05.2020 10:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","53","291","353"
"BZN|DK2","24.05.2020 10:00 - 24.05.2020 11:00 (CET)","3","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","110","54","278","442"
"BZN|DK2","24.05.2020 11:00 - 24.05.2020 12:00 (CET)","4","n/e","n/e","15","25","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","149","54","281","468"
"BZN|DK2","24.05.2020 12:00 - 24.05.2020 13:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","167","54","321","494"
"BZN|DK2","24.05.2020 13:00 - 24.05.2020 14:00 (CET)","4","n/e","n/e","16","25","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","155","53","333","459"
"BZN|DK2","24.05.2020 14:00 - 24.05.2020 15:00 (CET)","4","n/e","n/e","15","25","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","125","54","350","425"
"BZN|DK2","24.05.2020 15:00 - 24.05.2020 16:00 (CET)","4","n/e","n/e","14","22","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","145","53","322","366"
"BZN|DK2","24.05.2020 16:00 - 24.05.2020 17:00 (CET)","3","n/e","n/e","13","21","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","53","324","353"
"BZN|DK2","24.05.2020 17:00 - 24.05.2020 18:00 (CET)","4","n/e","n/e","16","26","6","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","54","326","348"
"BZN|DK2","24.05.2020 18:00 - 24.05.2020 19:00 (CET)","6","n/e","n/e","25","41","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31","55","300","417"
"BZN|DK2","24.05.2020 19:00 - 24.05.2020 20:00 (CET)","13","n/e","n/e","25","40","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","54","265","415"
"BZN|DK2","24.05.2020 20:00 - 24.05.2020 21:00 (CET)","17","n/e","n/e","24","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","55","306","458"
"BZN|DK2","24.05.2020 21:00 - 24.05.2020 22:00 (CET)","17","n/e","n/e","26","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","314","436"
"BZN|DK2","24.05.2020 22:00 - 24.05.2020 23:00 (CET)","16","n/e","n/e","25","41","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","339","434"
