"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","05.01.2020 13:00 - 05.01.2020 14:00 (CET)","499","n/e","n/e","53","202","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","60","71","199"
"BZN|DK2","05.01.2020 14:00 - 05.01.2020 15:00 (CET)","503","n/e","n/e","53","202","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","58","119","236"
"BZN|DK2","05.01.2020 15:00 - 05.01.2020 16:00 (CET)","505","n/e","n/e","53","202","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","57","160","296"
"BZN|DK2","05.01.2020 16:00 - 05.01.2020 17:00 (CET)","509","n/e","n/e","53","202","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","133","346"
"BZN|DK2","05.01.2020 17:00 - 05.01.2020 18:00 (CET)","479","n/e","n/e","53","193","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","161","372"
"BZN|DK2","05.01.2020 18:00 - 05.01.2020 19:00 (CET)","472","n/e","n/e","53","192","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","181","400"
"BZN|DK2","05.01.2020 19:00 - 05.01.2020 20:00 (CET)","471","n/e","n/e","53","191","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","191","420"
"BZN|DK2","05.01.2020 20:00 - 05.01.2020 21:00 (CET)","469","n/e","n/e","47","188","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","190","418"
"BZN|DK2","05.01.2020 21:00 - 05.01.2020 22:00 (CET)","409","n/e","n/e","49","146","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","181","424"
"BZN|DK2","05.01.2020 22:00 - 05.01.2020 23:00 (CET)","361","n/e","n/e","48","139","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","144","412"
"BZN|DK2","05.01.2020 23:00 - 06.01.2020 00:00 (CET)","376","n/e","n/e","48","142","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","151","373"
"BZN|DK2","06.01.2020 00:00 - 06.01.2020 01:00 (CET)","373","n/e","n/e","43","155","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","128","343"
"BZN|DK2","06.01.2020 01:00 - 06.01.2020 02:00 (CET)","387","n/e","n/e","43","152","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","145","343"
"BZN|DK2","06.01.2020 02:00 - 06.01.2020 03:00 (CET)","453","n/e","n/e","43","145","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","156","373"
"BZN|DK2","06.01.2020 03:00 - 06.01.2020 04:00 (CET)","435","n/e","n/e","44","150","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","159","378"
"BZN|DK2","06.01.2020 04:00 - 06.01.2020 05:00 (CET)","426","n/e","n/e","43","156","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","165","397"
"BZN|DK2","06.01.2020 05:00 - 06.01.2020 06:00 (CET)","420","n/e","n/e","43","154","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","141","364"
"BZN|DK2","06.01.2020 06:00 - 06.01.2020 07:00 (CET)","488","n/e","n/e","43","160","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","152","338"
"BZN|DK2","06.01.2020 07:00 - 06.01.2020 08:00 (CET)","502","n/e","n/e","53","160","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","165","335"
"BZN|DK2","06.01.2020 08:00 - 06.01.2020 09:00 (CET)","478","n/e","n/e","95","162","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","131","320"
"BZN|DK2","06.01.2020 09:00 - 06.01.2020 10:00 (CET)","459","n/e","n/e","106","193","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","59","124","303"
"BZN|DK2","06.01.2020 10:00 - 06.01.2020 11:00 (CET)","522","n/e","n/e","111","197","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","61","133","284"
"BZN|DK2","06.01.2020 11:00 - 06.01.2020 12:00 (CET)","428","n/e","n/e","111","197","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","63","135","295"
"BZN|DK2","06.01.2020 12:00 - 06.01.2020 13:00 (CET)","423","n/e","n/e","110","180","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","59","126","272"
"BZN|DK2","06.01.2020 13:00 - 06.01.2020 14:00 (CET)","410","n/e","n/e","111","169","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","58","83","260"
"BZN|DK2","06.01.2020 14:00 - 06.01.2020 15:00 (CET)","412","n/e","n/e","111","167","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","60","77","247"
"BZN|DK2","06.01.2020 15:00 - 06.01.2020 16:00 (CET)","469","n/e","n/e","110","166","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","62","66","228"
"BZN|DK2","06.01.2020 16:00 - 06.01.2020 17:00 (CET)","508","n/e","n/e","109","168","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","61","223"
"BZN|DK2","06.01.2020 17:00 - 06.01.2020 18:00 (CET)","514","n/e","n/e","115","156","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","69","214"
"BZN|DK2","06.01.2020 18:00 - 06.01.2020 19:00 (CET)","469","n/e","n/e","114","152","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","102","226"
"BZN|DK2","06.01.2020 19:00 - 06.01.2020 20:00 (CET)","468","n/e","n/e","59","146","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","97","244"
"BZN|DK2","06.01.2020 20:00 - 06.01.2020 21:00 (CET)","459","n/e","n/e","50","149","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","101","239"
"BZN|DK2","06.01.2020 21:00 - 06.01.2020 22:00 (CET)","462","n/e","n/e","44","151","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","96","244"
"BZN|DK2","06.01.2020 22:00 - 06.01.2020 23:00 (CET)","448","n/e","n/e","42","152","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","105","237"
"BZN|DK2","06.01.2020 23:00 - 07.01.2020 00:00 (CET)","405","n/e","n/e","42","156","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","120","238"
"BZN|DK2","07.01.2020 00:00 - 07.01.2020 01:00 (CET)","461","n/e","n/e","42","162","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","102","237"
"BZN|DK2","07.01.2020 01:00 - 07.01.2020 02:00 (CET)","495","n/e","n/e","42","156","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","125","210"
"BZN|DK2","07.01.2020 02:00 - 07.01.2020 03:00 (CET)","467","n/e","n/e","42","164","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","120","194"
"BZN|DK2","07.01.2020 03:00 - 07.01.2020 04:00 (CET)","460","n/e","n/e","42","165","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","76","160"
"BZN|DK2","07.01.2020 04:00 - 07.01.2020 05:00 (CET)","456","n/e","n/e","42","165","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","48","123"
"BZN|DK2","07.01.2020 05:00 - 07.01.2020 06:00 (CET)","470","n/e","n/e","43","182","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","43","137"
"BZN|DK2","07.01.2020 06:00 - 07.01.2020 07:00 (CET)","514","n/e","n/e","44","215","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","41","146"
"BZN|DK2","07.01.2020 07:00 - 07.01.2020 08:00 (CET)","521","n/e","n/e","87","215","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","49","173"
"BZN|DK2","07.01.2020 08:00 - 07.01.2020 09:00 (CET)","524","n/e","n/e","124","218","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","81","234"
"BZN|DK2","07.01.2020 09:00 - 07.01.2020 10:00 (CET)","526","n/e","n/e","130","226","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","57","165","296"
"BZN|DK2","07.01.2020 10:00 - 07.01.2020 11:00 (CET)","538","n/e","n/e","131","223","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","61","167","304"
"BZN|DK2","07.01.2020 11:00 - 07.01.2020 12:00 (CET)","545","n/e","n/e","131","194","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","75","174","328"
"BZN|DK2","07.01.2020 12:00 - 07.01.2020 13:00 (CET)","542","n/e","n/e","122","174","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","75","165","315"
"BZN|DK2","07.01.2020 13:00 - 07.01.2020 14:00 (CET)","523","n/e","n/e","110","162","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","73","97","240"
"BZN|DK2","07.01.2020 14:00 - 07.01.2020 15:00 (CET)","496","n/e","n/e","57","161","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","74","85","244"
"BZN|DK2","07.01.2020 15:00 - 07.01.2020 16:00 (CET)","521","n/e","n/e","53","160","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","76","89","272"
"BZN|DK2","07.01.2020 16:00 - 07.01.2020 17:00 (CET)","524","n/e","n/e","53","161","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","115","351"
"BZN|DK2","07.01.2020 17:00 - 07.01.2020 18:00 (CET)","503","n/e","n/e","55","163","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","140","390"
"BZN|DK2","07.01.2020 18:00 - 07.01.2020 19:00 (CET)","443","n/e","n/e","56","164","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","134","428"
"BZN|DK2","07.01.2020 19:00 - 07.01.2020 20:00 (CET)","440","n/e","n/e","55","161","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","192","462"
"BZN|DK2","07.01.2020 20:00 - 07.01.2020 21:00 (CET)","403","n/e","n/e","49","157","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","212","494"
"BZN|DK2","07.01.2020 21:00 - 07.01.2020 22:00 (CET)","439","n/e","n/e","47","172","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","213","536"
"BZN|DK2","07.01.2020 22:00 - 07.01.2020 23:00 (CET)","410","n/e","n/e","47","184","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","213","551"
"BZN|DK2","07.01.2020 23:00 - 08.01.2020 00:00 (CET)","381","n/e","n/e","47","189","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","213","578"
"BZN|DK2","08.01.2020 00:00 - 08.01.2020 01:00 (CET)","263","n/e","n/e","48","188","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","213","611"
"BZN|DK2","08.01.2020 01:00 - 08.01.2020 02:00 (CET)","248","n/e","n/e","48","170","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","213","642"
"BZN|DK2","08.01.2020 02:00 - 08.01.2020 03:00 (CET)","249","n/e","n/e","48","168","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","213","636"
"BZN|DK2","08.01.2020 03:00 - 08.01.2020 04:00 (CET)","252","n/e","n/e","48","178","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","213","602"
"BZN|DK2","08.01.2020 04:00 - 08.01.2020 05:00 (CET)","247","n/e","n/e","48","170","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","213","592"
"BZN|DK2","08.01.2020 05:00 - 08.01.2020 06:00 (CET)","268","n/e","n/e","52","182","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","208","595"
"BZN|DK2","08.01.2020 06:00 - 08.01.2020 07:00 (CET)","269","n/e","n/e","56","192","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","210","610"
"BZN|DK2","08.01.2020 07:00 - 08.01.2020 08:00 (CET)","324","n/e","n/e","54","173","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","209","570"
"BZN|DK2","08.01.2020 08:00 - 08.01.2020 09:00 (CET)","336","n/e","n/e","54","173","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","206","535"
"BZN|DK2","08.01.2020 09:00 - 08.01.2020 10:00 (CET)","352","n/e","n/e","55","172","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","54","200","504"
"BZN|DK2","08.01.2020 10:00 - 08.01.2020 11:00 (CET)","335","n/e","n/e","57","183","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","55","207","442"
"BZN|DK2","08.01.2020 11:00 - 08.01.2020 12:00 (CET)","332","n/e","n/e","65","196","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","55","207","455"
"BZN|DK2","08.01.2020 12:00 - 08.01.2020 13:00 (CET)","424","n/e","n/e","66","210","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","57","193","429"
"BZN|DK2","08.01.2020 13:00 - 08.01.2020 14:00 (CET)","398","n/e","n/e","71","203","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","67","173","417"
"BZN|DK2","08.01.2020 14:00 - 08.01.2020 15:00 (CET)","388","n/e","n/e","72","197","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","76","151","408"
"BZN|DK2","08.01.2020 15:00 - 08.01.2020 16:00 (CET)","403","n/e","n/e","75","199","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","75","152","383"
"BZN|DK2","08.01.2020 16:00 - 08.01.2020 17:00 (CET)","430","n/e","n/e","74","203","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","195","364"
"BZN|DK2","08.01.2020 17:00 - 08.01.2020 18:00 (CET)","489","n/e","n/e","76","222","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","181","315"
"BZN|DK2","08.01.2020 18:00 - 08.01.2020 19:00 (CET)","483","n/e","n/e","76","228","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","166","304"
"BZN|DK2","08.01.2020 19:00 - 08.01.2020 20:00 (CET)","467","n/e","n/e","76","228","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","130","279"
"BZN|DK2","08.01.2020 20:00 - 08.01.2020 21:00 (CET)","423","n/e","n/e","68","201","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","129","246"
"BZN|DK2","08.01.2020 21:00 - 08.01.2020 22:00 (CET)","438","n/e","n/e","64","200","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","94","224"
"BZN|DK2","08.01.2020 22:00 - 08.01.2020 23:00 (CET)","410","n/e","n/e","64","193","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","72","218"
"BZN|DK2","08.01.2020 23:00 - 09.01.2020 00:00 (CET)","456","n/e","n/e","64","178","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","60","178"
"BZN|DK2","09.01.2020 00:00 - 09.01.2020 01:00 (CET)","413","n/e","n/e","45","181","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","51","169"
"BZN|DK2","09.01.2020 01:00 - 09.01.2020 02:00 (CET)","407","n/e","n/e","43","175","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","38","157"
"BZN|DK2","09.01.2020 02:00 - 09.01.2020 03:00 (CET)","389","n/e","n/e","43","175","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","29","127"
"BZN|DK2","09.01.2020 03:00 - 09.01.2020 04:00 (CET)","397","n/e","n/e","43","172","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","14","80"
"BZN|DK2","09.01.2020 04:00 - 09.01.2020 05:00 (CET)","366","n/e","n/e","44","169","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","5","60"
"BZN|DK2","09.01.2020 05:00 - 09.01.2020 06:00 (CET)","393","n/e","n/e","44","164","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","8","40"
"BZN|DK2","09.01.2020 06:00 - 09.01.2020 07:00 (CET)","482","n/e","n/e","45","216","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","7","49"
"BZN|DK2","09.01.2020 07:00 - 09.01.2020 08:00 (CET)","515","n/e","n/e","74","235","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","19","65"
"BZN|DK2","09.01.2020 08:00 - 09.01.2020 09:00 (CET)","243","n/e","n/e","134","235","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","30","66"
"BZN|DK2","09.01.2020 09:00 - 09.01.2020 10:00 (CET)","241","n/e","n/e","157","250","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","75","66","107"
"BZN|DK2","09.01.2020 10:00 - 09.01.2020 11:00 (CET)","281","n/e","n/e","123","247","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","70","95","172"
"BZN|DK2","09.01.2020 11:00 - 09.01.2020 12:00 (CET)","400","n/e","n/e","116","231","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","68","109","235"
"BZN|DK2","09.01.2020 12:00 - 09.01.2020 13:00 (CET)","434","n/e","n/e","116","229","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","75","178","313"
"BZN|DK2","09.01.2020 13:00 - 09.01.2020 14:00 (CET)","456","n/e","n/e","112","231","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","71","205","357"
"BZN|DK2","09.01.2020 14:00 - 09.01.2020 15:00 (CET)","479","n/e","n/e","108","229","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","72","202","382"
"BZN|DK2","09.01.2020 15:00 - 09.01.2020 16:00 (CET)","449","n/e","n/e","105","225","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","202","413"
"BZN|DK2","09.01.2020 16:00 - 09.01.2020 17:00 (CET)","493","n/e","n/e","105","224","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","205","452"
"BZN|DK2","09.01.2020 17:00 - 09.01.2020 18:00 (CET)","530","n/e","n/e","106","222","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","209","486"
"BZN|DK2","09.01.2020 18:00 - 09.01.2020 19:00 (CET)","531","n/e","n/e","106","220","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","212","425"
"BZN|DK2","09.01.2020 19:00 - 09.01.2020 20:00 (CET)","487","n/e","n/e","105","220","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","210","401"
"BZN|DK2","09.01.2020 20:00 - 09.01.2020 21:00 (CET)","409","n/e","n/e","52","216","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","203","387"
"BZN|DK2","09.01.2020 21:00 - 09.01.2020 22:00 (CET)","384","n/e","n/e","43","174","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","204","357"
"BZN|DK2","09.01.2020 22:00 - 09.01.2020 23:00 (CET)","386","n/e","n/e","32","153","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","206","318"
"BZN|DK2","09.01.2020 23:00 - 10.01.2020 00:00 (CET)","383","n/e","n/e","28","147","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","182","262"
"BZN|DK2","10.01.2020 00:00 - 10.01.2020 01:00 (CET)","407","n/e","n/e","36","168","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","101","205"
"BZN|DK2","10.01.2020 01:00 - 10.01.2020 02:00 (CET)","383","n/e","n/e","40","191","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","50","156"
"BZN|DK2","10.01.2020 02:00 - 10.01.2020 03:00 (CET)","358","n/e","n/e","41","189","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","96","138"
"BZN|DK2","10.01.2020 03:00 - 10.01.2020 04:00 (CET)","412","n/e","n/e","43","196","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","100","109"
"BZN|DK2","10.01.2020 04:00 - 10.01.2020 05:00 (CET)","366","n/e","n/e","44","185","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","115","73"
"BZN|DK2","10.01.2020 05:00 - 10.01.2020 06:00 (CET)","360","n/e","n/e","44","182","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","86","49"
"BZN|DK2","10.01.2020 06:00 - 10.01.2020 07:00 (CET)","410","n/e","n/e","45","207","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","174","42"
"BZN|DK2","10.01.2020 07:00 - 10.01.2020 08:00 (CET)","569","n/e","n/e","46","221","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","41","41"
"BZN|DK2","10.01.2020 08:00 - 10.01.2020 09:00 (CET)","632","n/e","n/e","45","217","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","2","48"
"BZN|DK2","10.01.2020 09:00 - 10.01.2020 10:00 (CET)","610","n/e","n/e","97","222","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","76","17","48"
"BZN|DK2","10.01.2020 10:00 - 10.01.2020 11:00 (CET)","545","n/e","n/e","118","184","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","77","38","44"
"BZN|DK2","10.01.2020 11:00 - 10.01.2020 12:00 (CET)","615","n/e","n/e","120","180","62","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","86","127","69"
"BZN|DK2","10.01.2020 12:00 - 10.01.2020 13:00 (CET)","613","n/e","n/e","117","182","76","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","84","180","82"
"BZN|DK2","10.01.2020 13:00 - 10.01.2020 14:00 (CET)","561","n/e","n/e","94","203","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","76","189","103"
"BZN|DK2","10.01.2020 14:00 - 10.01.2020 15:00 (CET)","514","n/e","n/e","80","218","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","77","130","122"
"BZN|DK2","10.01.2020 15:00 - 10.01.2020 16:00 (CET)","491","n/e","n/e","46","179","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","78","96","224"
"BZN|DK2","10.01.2020 16:00 - 10.01.2020 17:00 (CET)","503","n/e","n/e","44","174","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","97","321"
"BZN|DK2","10.01.2020 17:00 - 10.01.2020 18:00 (CET)","508","n/e","n/e","44","174","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","170","412"
"BZN|DK2","10.01.2020 18:00 - 10.01.2020 19:00 (CET)","429","n/e","n/e","44","178","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","189","414"
